category,value,key
actions,扇ぐ,煽ぐ
actions,扇ぐ,仰ぐ
actions,扇ぐ,あおる
actions,扇ぐ,E:fan
actions,洗う,洗一般+五段-ワア行
actions,洗う,洗一般+五段-ワア行
actions,洗う,あらう
actions,洗う,洗い流す
actions,洗う,あらいながす
actions,洗う,研ぐ
actions,洗う,とぐ
actions,洗う,洗い落とす
actions,洗う,洗い直す
actions,洗う,洗える
actions,洗う,すすぐ
actions,洗う,水洗い普通名詞-サ変可能+
actions,洗う,E:wash
actions,洗う,E:rinse
actions,粗熱,あらねつ
actions,粗熱,荒熱
actions,粗熱,あら熱
actions,粗熱,荒
actions,粗熱,粗
actions,早め,早め
actions,装う,装う
actions,測る,測る
actions,測る,計る
actions,測る,量る
actions,測る,はかる
actions,測る,計量する
actions,測る,E:weigh
actions,測る,E:measure
actions,足す,足す
actions,足りる,足りる
actions,続ける,続ける
actions,叩く,叩く
actions,置く,置く
actions,注ぎ込む,注ぎ込む
actions,注意,注意
actions,丁寧,丁寧
actions,張る,張一般+五段-ラ行
actions,張る,はる
actions,張る,E:pull
actions,張る,E:dough
actions,張る,E:taut
actions,張る,張る
actions,脹らむ,膨ら一般+五段-マ行
actions,脹らむ,膨らむ
actions,脹らむ,ふくらむ
actions,脹らむ,脹れる
actions,脹らむ,膨れる
actions,脹らむ,ふくれる
actions,脹らむ,脹らます
actions,脹らむ,膨らます
actions,脹らむ,ふくらませる
actions,脹らむ,E:rise
actions,脹らむ,E:expand
actions,調える,調える
actions,調整,調整
actions,調節する,調節普通名詞-サ変可能+
actions,調節する,調整普通名詞-サ変可能+
actions,調節する,E:adjust
actions,調節する,E:regulate
actions,直前,直前
actions,沈む,沈む
actions,追加,追加
actions,通す,通非自立可能+五段-サ行
actions,通す,通一般+五段-ラ行
actions,通す,E:through
actions,通す,E:cook
actions,通す,通す
actions,漬ける,漬け一般+下一段-ア行
actions,漬ける,漬け一般+下一段-ラ行
actions,漬ける,浸け一般+下一段-カ行
actions,漬ける,漬け一般+五段-ラ行
actions,漬ける,つけ非自立可能+下一段-カ行
actions,漬ける,浸一般+五段-サ行
actions,漬ける,ひたす
actions,漬ける,漬込む
actions,漬ける,漬け込一般+五段-マ行
actions,漬ける,漬けこむ
actions,漬ける,付け込む
actions,漬ける,つけ込む
actions,漬ける,つけこむ
actions,漬ける,漬かる
actions,漬ける,つかる
actions,漬ける,浸かる
actions,漬ける,浸る
actions,漬ける,つからせる
actions,漬ける,つけだす
actions,漬ける,さら一般+五段-サ行
actions,漬ける,漬け名詞的-一般+
actions,漬ける,E:pickle
actions,漬ける,漬ける
actions,吊る,吊る
actions,吊る,E:put up
actions,吊る,E:wore
actions,滴下,滴下
actions,適当,適当
actions,適量,適量
actions,添加,添加
actions,転がす,転が一般+五段-サ行
actions,転がす,ころがす
actions,転がす,転がせる
actions,転がす,ころがせる
actions,転がす,転がる
actions,転がす,ころがる
actions,転がす,E:roll
actions,塗る,塗一般+五段-ラ行
actions,塗る,ぬ一般+五段-ラ行
actions,塗る,塗り付ける
actions,塗る,塗りつける
actions,塗る,ぬりつける
actions,塗る,塗りたくる
actions,塗る,ぬりたくる
actions,塗る,E:paint
actions,塗る,E:spread
actions,塗る,ぬる
actions,塗る,塗る
actions,投入,投入
actions,湯煎,湯煎
actions,等分,等分
actions,透明,透明
actions,入る,入る
actions,入れる,入れ一般+下一段-ラ行
actions,入れる,入れ一般+下一段-ラ行
actions,入れる,いれ一般+下一段-ラ行
actions,入れる,いれ一般+下一段-ラ行
actions,入れる,入れ一般+下一段-ラ行
actions,入れる,加え一般+下一段-ア行
actions,入れる,加え一般+下一段-ア行
actions,入れる,くわえ一般+下一段-ア行
actions,入れる,足一般+五段-サ行
actions,入れる,たす
actions,入れる,回し入れ一般+下一段-ガ行
actions,入れる,まわしいれる
actions,入れる,回しかけ一般+下一段-カ行
actions,入れる,まわしかけ一般+下一段-カ行
actions,入れる,放り込む
actions,入れる,ほうり込む
actions,入れる,ぶち込む
actions,入れる,ぶちこむ
actions,入れる,割り入れ一般+下一段-ラ行
actions,入れる,割りいれ一般+下一段-ラ行
actions,入れる,ふり入れる
actions,入れる,追加する
actions,入れる,追加普通名詞-サ変可能+
actions,入れる,つっこむ
actions,入れる,入一般+五段-ラ行
actions,入れる,はいる
actions,入れる,加わる
actions,入れる,くわわる
actions,入れる,投入普通名詞-サ変可能+
actions,入れる,入れ名詞的-一般+
actions,入れる,E:add
actions,入れる,E:put
actions,入れる,E:in
actions,入れる,E:pour
actions,入れる,E:into
actions,入れる,E:bowl
actions,入れる,E:transfer
actions,入れる,いれる
actions,入れる,入れ
actions,入れる,入れる
actions,入れる,入れ込み
actions,熱す,熱す
actions,燃える,燃える
actions,燃える,E:burn
actions,粘り気,粘り気
actions,濃度,濃度
actions,剥ぐ,剥ぐ
actions,剥ぐ,はぐ
actions,剥ぐ,剥一般+五段-カ行
actions,剥ぐ,む一般+五段-カ行
actions,剥ぐ,はぎ取る
actions,剥ぐ,はぎとる
actions,剥ぐ,取り除一般+五段-カ行
actions,剥ぐ,とり除く
actions,剥ぐ,とりのぞく
actions,剥ぐ,剥がす
actions,剥ぐ,はが一般+五段-サ行
actions,剥ぐ,除く
actions,剥ぐ,のぞく
actions,剥ぐ,取り去る
actions,剥ぐ,とりのける
actions,剥ぐ,剥げる
actions,剥ぐ,はげる
actions,剥ぐ,剥ける
actions,剥ぐ,むける
actions,剥ぐ,剥がれる
actions,剥ぐ,はがれる
actions,剥ぐ,E:bass
actions,薄切り,薄切り
actions,八分目,八分目
actions,発酵させる,発酵普通名詞-サ変可能+非自立可能+サ行変格サ行
actions,発酵させる,２数詞+名詞的-助数詞+普通名詞-サ変可能+
actions,発酵させる,１数詞+名詞的-助数詞+普通名詞-サ変可能+
actions,発酵させる,二数詞+名詞的-助数詞+普通名詞-サ変可能+
actions,発酵させる,一数詞+名詞的-助数詞+普通名詞-サ変可能+
actions,発酵させる,発酵普通名詞-サ変可能+
actions,発酵させる,E:fermented
actions,発酵させる,E:leavened
actions,抜く,抜非自立可能+五段-カ行
actions,抜く,ぬく
actions,抜く,抜き取る
actions,抜く,抜きとる
actions,抜く,切り抜く
actions,抜く,切りぬく
actions,抜く,抜き出す
actions,抜く,引き抜く
actions,抜く,抜かす
actions,抜く,抜ける
actions,抜く,ぬける
actions,抜く,E:pull
actions,抜く,E:draw
actions,抜く,抜く
actions,半々,半々
actions,半量,半量
actions,反る,反る
actions,反る,そる
actions,反る,反り返る
actions,反る,反りかえる
actions,反る,そり返る
actions,反る,そりかえる
actions,反る,E:turn up
actions,反る,E:warped
actions,否定,焦が一般+五段-サ行サ行ナイ
actions,否定,し非自立可能+サ行変格ナイ
actions,否定,つぶ一般+五段-サ行サ行ナイ
actions,飛ばす,飛ば一般+五段-サ行
actions,飛ばす,とば一般+五段-サ行
actions,飛ばす,飛ばせる
actions,飛ばす,E:evaporate
actions,描く,描く
actions,描く,書一般+五段-カ行
actions,描く,かく
actions,描く,えがく
actions,描く,書き込む
actions,描く,描ける
actions,描く,E:draw
actions,付ける,付け非自立可能+下一段-カ行
actions,付ける,E:put on
actions,付ける,付ける
actions,付け合わせる,付け合わせる
actions,付け合わせる,付けあわせる
actions,付け合わせる,つけ合わせる
actions,付け合わせる,つけあわせる
actions,付け合わせる,盛り合わせる
actions,付け合わせる,盛りあわせる
actions,付け合わせる,もり合わせる
actions,付け合わせる,もりあわせる
actions,付け合わせる,添え一般+下一段-ア行
actions,付け合わせる,そえる
actions,付け合わせる,飾一般+五段-ラ行
actions,付け合わせる,かざる
actions,付け合わせる,飾り付ける
actions,付け合わせる,飾りつける
actions,付け合わせる,かざり付ける
actions,付け合わせる,かざりつける
actions,付け合わせる,E:garnish
actions,敷く,敷一般+五段-カ行
actions,敷く,しく
actions,敷く,敷き詰め一般+下一段-マ行
actions,敷く,敷きつめる
actions,敷く,しきつめる
actions,敷く,E:line
actions,敷く,E:place
actions,敷く,E:spread
actions,敷く,敷き詰める
actions,敷く,敷く
actions,浮かべる,浮かべる
actions,浮く,浮く
actions,浮く,うく
actions,浮く,浮かび上がる
actions,浮く,浮き上がる
actions,浮く,浮かせる
actions,浮く,浮かぶ
actions,浮く,E:float
actions,複数,入れ一般+下一段-ラ行一般+下一段-ザ行
actions,複数,加え一般+下一段-ア行一般+下一段-ザ行
actions,複数,入れ一般+下一段-ラ行一般+下一段-マ行
actions,複数,冷やし固め一般+五段-ラ行
actions,複数,加え一般+下一段-ア行一般+下一段-マ行
actions,複数,入れ一般+下一段-ラ行一般+下一段-サ行
actions,沸く,沸く
actions,沸く,涌く
actions,沸く,湧く
actions,沸く,わく
actions,沸く,沸か一般+五段-サ行
actions,沸く,涌かす
actions,沸く,湧かす
actions,沸く,わか一般+五段-サ行
actions,沸く,沸騰普通名詞-サ変可能+非自立可能+サ行変格サ行
actions,沸く,沸騰する
actions,沸く,沸騰普通名詞-サ変可能+
actions,沸く,E:form
actions,沸く,E:boil
actions,沸騰,沸騰
actions,分ける,分ける
actions,分離,分離
actions,噴く,噴く
actions,噴く,ふく
actions,噴く,E:emit
actions,噴く,E:spout
actions,平ら,平ら
actions,並べる,並べる
actions,返す,返一般+五段-サ行
actions,返す,E:repeat
actions,返す,E:flip
actions,返す,E:over
actions,返す,E:turn
actions,返す,E;flipover
actions,返す,E:back
actions,保存,保存
actions,包む,包一般+五段-マ行
actions,包む,つつむ
actions,包む,覆一般+五段-ワア行
actions,包む,おおう
actions,包む,包み込む
actions,包む,包める
actions,包む,くるむ
actions,包む,E:wrap
actions,放置,放置
actions,泡立つ,泡立つ
actions,泡立つ,泡だつ
actions,泡立つ,あわ立つ
actions,泡立つ,あわだつ
actions,泡立つ,泡立て一般+下一段-カ行
actions,泡立つ,泡立て一般+五段-ラ行
actions,泡立つ,泡だてる
actions,泡立つ,あわ立てる
actions,泡立つ,あわだてる
actions,泡立つ,E:bubbles
actions,泡立つ,泡
actions,泡立つ,泡立てる
actions,磨く,磨く
actions,磨く,E:polish
actions,満たす,満たす
actions,満たす,E:fill
actions,味付ける,味付ける
actions,味付ける,味付け普通名詞-サ変可能+
actions,味付ける,E:seasoning
actions,密閉,密閉
actions,無くなる,無くなる
actions,目指す,目指す
actions,戻す,戻す
actions,揚げる,揚げ非自立可能+下一段-ガ行
actions,揚げる,揚げ一般+五段-ラ行
actions,揚げる,あげ非自立可能+下一段-ガ行
actions,揚げる,揚がる
actions,揚げる,あがる
actions,揚げる,揚る
actions,揚げる,E:deep-fry
actions,揚げる,E:fry
actions,揺する,ゆする
actions,用意する,用意普通名詞-サ変可能+
actions,用意する,E:prepare
actions,用意する,E:ready
actions,用意する,E:make preparations
actions,絡める,絡め一般+下一段-マ行
actions,絡める,からめ一般+下一段-マ行
actions,絡める,絡一般+五段-マ行マ行サ行
